Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,"The Days","The Days / Nights","Avicii",2014-01-01,278480,66,false,,2018-12-24T12:58:09Z,"edm","Pophouse Entertainment Group",0.59,0.724,0,-3.278,1,0.0439,0.04,0.0000407,0.142,0.526,127.059,4
spotify:track:58CdMjwnB49MlfjrG1LPVW,"Just Give Me A Reason","Violin Covers, Vol. 1","Robert Mendoza",2016-05-16,244000,0,false,,2018-12-24T12:58:09Z,"","Robert Mendoza",0.574,0.622,2,-6.511,1,0.0328,0.345,0.827,0.112,0.199,95.027,4
spotify:track:0qOnSQQF0yzuPWsXrQ9paz,"Stereo Hearts (feat. Adam Levine)","The Papercut Chronicles II","Gym Class Heroes;Adam Levine",2011-11-11,210960,84,false,,2018-12-24T12:58:09Z,"","Decaydance/Fueled By Ramen",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
spotify:track:28UMEtwyUUy5u0UWOVHwiI,"I'll Make a Man Out of You","Mulan (Original Soundtrack)","Donny Osmond;Chorus - Mulan;Disney",1998-01-01,201680,73,false,,2018-12-24T12:58:09Z,"","Walt Disney Records",0.672,0.322,7,-17.669,1,0.0339,0.144,0.0000296,0.074,0.496,113.852,4
spotify:track:4iMMUS7E4ZPO7SFlwEmJSs,"Strong - Instrumental Version","Cinderella (Original Motion Picture Soundtrack)","Patrick Doyle;Kenneth Branagh;Tommy Danvers",2015-01-01,195586,32,false,,2018-12-24T12:58:09Z,"soundtrack","Walt Disney Records",0.2,0.512,4,-9.419,1,0.0338,0.144,0.915,0.335,0.0849,139.783,4
spotify:track:0DJa1aSOR2HCfJ9fZpdNVs,"Give Your Heart a Break","Give Your Heart a Break (Demi Lovato Tribute) - Instrumental Single","The Singles",2011-09-20,221492,0,false,,2018-12-24T12:58:09Z,"","Singled Out Music",0.779,0.321,6,-10.194,1,0.0487,0.132,0.697,0.105,0.794,123.12,4
spotify:track:3sP3c86WFjOzHHnbhhZcLA,"Give Your Heart a Break","Unbroken","Demi Lovato",2011-01-01,205346,73,false,,2018-12-24T12:58:09Z,"","Hollywood Records",0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,4
spotify:track:4fbIXctGOQTxkcdsMtQT1N,"Treat You Better","Treat You Better","Kurt Hugo Schneider;Sam Tsui;Casey Breves",2016-09-08,190843,17,false,,2018-12-24T12:58:09Z,"","mudhutdigital.com",0.333,0.659,10,-7.642,0,0.121,0.365,0,0.288,0.625,78.968,4
spotify:track:163iPjMqMftS8AbK6INHqw,"Rewrite the Stars","Rewrite the Stars","Benj Pasek;Justin Paul;The Piano Guys",2018-02-12,211533,31,false,,2018-12-24T12:58:09Z,"classical crossover","Masterworks",0.504,0.51,10,-7.833,1,0.0347,0.954,0.188,0.133,0.164,124.995,4
spotify:track:72jCZdH0Lhg93z6Z4hBjgj,"I Knew You Were Trouble.","Red","Taylor Swift",2012-10-22,217973,74,false,,2018-12-24T12:58:09Z,"","Taylor Swift",0.622,0.469,3,-6.798,0,0.0363,0.00454,0.00000225,0.0398,0.679,77.019,4
spotify:track:6W5RmgWh46p9RQ4LDezHKE,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack","Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack)","Hailee Steinfeld",2015-05-12,178320,55,false,,2018-12-24T12:58:09Z,"","UME – PP2 OST",0.517,0.623,3,-6.35,1,0.0715,0.327,0,0.127,0.278,148.045,4
spotify:track:3ZdJffjzJWFimSQyxgGIxN,"Just A Dream","5.0","Nelly",2010-11-12,237800,80,false,,2018-12-24T12:58:09Z,"","Motown",0.528,0.753,1,-6.162,1,0.0307,0.0424,0,0.12,0.103,89.954,4
spotify:track:7soJgKhQTO8hLP2JPRkL5O,"One Call Away","Nine Track Mind","Charlie Puth",2016-01-29,194453,57,false,,2018-12-24T12:58:09Z,"soft pop,pop","Artist Partner",0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,4
spotify:track:12tUCBq7V9qCF8qGOLpcnu,"Love Somebody","Overexposed (Deluxe)","Maroon 5",2012-01-01,229826,54,false,,2018-12-24T12:58:09Z,"pop","Interscope Records*",0.675,0.79,1,-6.295,1,0.0369,0.129,0,0.121,0.423,120.015,4
spotify:track:1mea3bSkSGXuIRvnydlB5b,"Viva La Vida","Viva La Vida or Death and All His Friends","Coldplay",2008-06-06,242373,88,false,,2018-12-24T12:58:09Z,"","Parlophone UK",0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
spotify:track:0PZCJRizjjaygMsxthL0dr,"Fantasmic! Exit Music - Disneyland Park","A Musical Tour: Treasures of the Walt Disney Archives at The Reagan Library","Bruce Healey",2012-01-01,178693,41,false,,2018-12-24T12:58:09Z,"","Walt Disney Records",0.533,0.525,7,-8.162,1,0.039,0.565,0.437,0.084,0.55,128.013,4
spotify:track:5q9k7uDMyVrLe1C23f1bwy,"Let It Go - Instrumental Karaoke","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Anderson-Lopez;Robert Lopez",2013-01-01,226200,40,false,,2018-12-24T12:58:09Z,"","Walt Disney Records",0.605,0.389,5,-11.815,0,0.0292,0.662,0.934,0.142,0.11,137.018,4
spotify:track:6epn3r7S14KUqlReYr77hA,"Baby","My World 2.0","Justin Bieber;Ludacris",2010-01-01,214240,85,false,,2018-12-24T12:58:09Z,"southern hip hop","RBMG/Def Jam",0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,4
spotify:track:0sXJUHfwsocaJaLM5osoWX,"Beauty and the Beast","Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition)","Emma Thompson",2017-03-10,199509,52,false,,2018-12-24T12:58:09Z,"musicals","Walt Disney Records",0.211,0.23,7,-12.518,0,0.0349,0.797,0.0000198,0.0991,0.102,87.641,4
spotify:track:5eHx3w4XQBpF4GFkCVTU7k,"Another Sky","Traveling Notes","Taro Hakase",2003-10-08,334000,0,false,,2018-12-24T12:58:09Z,"japanese classical","HATS UNLIMITED CO.,LTD.",0.565,0.766,0,-8.485,1,0.029,0.438,0.4,0.095,0.561,106.004,4
spotify:track:1KtpKMvi42EVZDgooKgdUk,"Dynamite","A.N.T. Farm","China Anne McClain",2011-10-11,161466,47,false,,2018-12-24T12:58:09Z,"","Walt Disney Records",0.676,0.779,6,-3.493,1,0.0656,0.182,0,0.0352,0.511,122.026,4
spotify:track:6tKW2g2So84pCTZXE0Furx,"One Thing","Up All Night","One Direction",2012-05-25,197186,0,false,,2018-12-24T12:58:09Z,"","Syco Music UK",0.711,0.721,2,-3.79,1,0.0282,0.00224,0,0.0525,0.675,126.988,4
spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,"Treat You Better","Illuminate","Shawn Mendes",2017-04-20,187973,87,false,,2018-12-24T12:58:09Z,"","Island Records",0.443,0.82,10,-4.091,0,0.34,0.107,0,0.107,0.771,82.697,4
spotify:track:5BoIP8Eha5hwmRVURkC2Us,"In My Head","Jason Derulo","Jason Derulo",2010-02-24,198960,65,false,,2018-12-24T12:58:09Z,"","Beluga Heights/Warner Records",0.762,0.733,0,-4.175,0,0.0326,0.027,0,0.498,0.849,110.001,4
spotify:track:1YaVmBh7EAeR54FIjuFcb5,"Naturally","Kiss & Tell","Selena Gomez & The Scene",2009-01-01,202586,65,false,,2018-12-24T12:58:09Z,"","Hollywood Records",0.605,0.902,10,-5.406,0,0.0511,0.0185,0.00000101,0.0534,0.875,132.612,4
spotify:track:1zVhMuH7agsRe6XkljIY4U,"human","human","Christina Perri",2013-11-18,250706,53,false,,2018-12-24T12:58:09Z,"soft pop","Atlantic Records",0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,4
spotify:track:7pdz0LEeNY3XQ7QoOtPGW8,"Secrets","Red","Dallas String Quartet",2011-12-15,218026,36,false,,2018-12-24T12:58:09Z,"classical crossover","Dallas Live Orchestra llc",0.345,0.49,2,-5.743,1,0.0318,0.913,0.0193,0.311,0.494,152.398,4
spotify:track:0KAiuUOrLTIkzkpfpn9jb9,"Drive By","California 37","Train",2012-04-17,195973,79,false,,2018-12-24T12:58:09Z,"soft pop","Columbia",0.765,0.837,1,-3.113,0,0.032,0.00107,0.0000106,0.0801,0.721,122.028,4
spotify:track:1wpyVNJcutD5uYyjDreWaW,"Let It Go","Wonders","The Piano Guys",2014-10-03,241840,47,false,,2018-12-24T12:58:09Z,"classical crossover","Portrait/Sony Masterworks",0.602,0.667,8,-7.55,1,0.0317,0.809,0.892,0.109,0.489,140.038,4
spotify:track:6Evftf7X82FSvnBzkZwFCq,"If I Got Locked Away","If I Got Locked Away","Paul Laone",2015-08-26,227652,25,false,,2018-12-24T12:58:09Z,"","Q-PaD",0.444,0.502,1,-8.371,1,0.0661,0.124,0,0.0774,0.486,120.222,4
spotify:track:1Ejsu5JglwIgrFW7Bt2GuL,"Let Me Love You (Until You Learn To Love Yourself)","R.E.D. (Deluxe Edition)","Ne-Yo",2012-01-01,251626,43,false,,2018-12-24T12:58:09Z,"","Island Def Jam/Motown",0.657,0.676,5,-6.633,1,0.0393,0.245,0,0.368,0.246,124.904,4
spotify:track:273dCMFseLcVsoSWx59IoE,"Bad Blood","1989","Taylor Swift",2014-10-27,211933,66,false,,2018-12-24T12:58:09Z,"","Taylor Swift",0.65,0.802,7,-6.114,1,0.181,0.0871,0.00000654,0.148,0.295,170.146,4
spotify:track:3cvNxYnBgh6ystYLC6NQTT,"Daylight","Overexposed (Deluxe)","Maroon 5",2012-01-01,225400,51,false,,2018-12-24T12:58:09Z,"pop","Interscope Records*",0.662,0.67,2,-5.504,1,0.027,0.0022,0,0.203,0.352,119.977,4
spotify:track:0QfmQhr5npxuWQ4zzUDUhB,"Just A Dream","Just A Dream","Kurt Hugo Schneider;Christina Grimmie;Sam Tsui",2017-11-14,263597,57,false,,2018-12-24T12:58:09Z,"","mudhutdigital.com",0.44,0.751,9,-7.632,1,0.0526,0.193,0.0000461,0.0577,0.222,164.104,4
spotify:track:6iYV7ZAkboSjtawXVB3SCl,"Tomorrow","Annie (Original Motion Picture Soundtrack)","Quvenzhané Wallis",2014-11-17,153480,52,false,,2018-12-24T12:58:09Z,"","Roc Nation Records/Overbook Entertainment/Madison Gate Records/RCA Records",0.276,0.481,2,-7.044,1,0.0324,0.0218,0.000043,0.123,0.286,173.438,4
spotify:track:4h8VwCb1MTGoLKueQ1WgbD,"Wake Me Up","True","Avicii",2013-09-13,247426,9,false,,2018-12-24T12:58:09Z,"edm","Universal Music AB",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
spotify:track:3s6nfqfT6kyLBT10vs0M4l,"A Dream Is a Wish Your Heart Makes","Cinderella (Original Motion Picture Soundtrack)","Lily James",2015-01-01,120546,56,false,,2018-12-24T12:58:09Z,"musicals","Walt Disney Records",0.274,0.0724,4,-18.279,1,0.0395,0.948,0.00000145,0.0801,0.195,139.381,5
spotify:track:65fpYBrI8o2cfrwf2US4gq,"Rewrite The Stars","The Greatest Showman (Original Motion Picture Soundtrack)","Zac Efron;Zendaya",2017-12-08,217440,73,false,,2018-12-24T12:58:09Z,"musicals","Atlantic Records",0.684,0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,4
spotify:track:6sy3LkhNFjJWlaeSMNwQ62,"Counting Stars","Native","OneRepublic",2014-01-01,257840,74,false,,2018-12-24T12:58:09Z,"soft pop","Mosley / Interscope",0.663,0.706,1,-4.972,0,0.0383,0.0654,0,0.115,0.474,122.013,4
spotify:track:69oIyIWOmxwvTURzRZ3jsp,"Carry On (Instrumental)","Carry On (Fun. Covers, Etc)","Gavin Mikhail",2012-11-06,265806,6,false,,2018-12-24T12:58:09Z,"","Tower Window Records, Inc.",0.417,0.437,2,-9.531,1,0.0425,0.954,0.864,0.139,0.178,139.438,3
spotify:track:6X7g8O6vs22Z6sh9q4rrZj,"Libre Soy","Frozen Canciones de una Aventura Congelada","Carmen Sarahi",2014-01-01,222640,51,false,,2018-12-24T12:58:09Z,"","Walt Disney Records",0.631,0.435,8,-4.044,1,0.0302,0.876,0.00000338,0.128,0.323,136.933,4
spotify:track:05pdoheuKPSotkjMgIVX6I,"Mirror","Tha Carter IV (Deluxe)","Lil Wayne;Bruno Mars",2011-01-01,228093,0,true,,2018-12-24T12:58:09Z,"rap,hip hop","CM/Republic",0.331,0.622,5,-7.291,0,0.092,0.858,0,0.104,0.388,64.468,3
spotify:track:3GCL1PydwsLodcpv0Ll1ch,"You Belong With Me","Fearless","Taylor Swift",2008-11-11,231133,67,false,,2018-12-24T12:58:09Z,"","Taylor Swift",0.687,0.783,6,-4.44,1,0.0386,0.162,0.0000135,0.114,0.443,129.964,4
spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,"Party In The U.S.A.","The Time Of Our Lives","Miley Cyrus",2009-01-01,202066,77,false,,2018-12-24T12:58:09Z,"","Hollywood Records",0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4
spotify:track:0o9Vr0BGIQPh32staLHcuU,"Bidi Bidi Bom Bom","La Leyenda (Version Super Deluxe)","Selena",2010-01-01,187524,70,false,,2018-12-24T12:58:09Z,"tejano,cumbia,música mexicana","Capitol Latin",0.573,0.721,10,-5.889,1,0.0388,0.102,0.0000338,0.204,0.93,180.029,4
spotify:track:5Y2g2734P6TcuJJmDwz9QO,"Firework","Red","Dallas String Quartet",2011-12-15,222053,45,false,,2018-12-24T12:58:09Z,"classical crossover","Dallas Live Orchestra llc",0.592,0.551,9,-3.809,0,0.0286,0.826,0.452,0.16,0.591,127.938,4
spotify:track:52Dw5hXeylenurLTKoFJfZ,"If We Were A Movie - From ""Hannah Montana""/Soundtrack Version","Hannah Montana","Hannah Montana",2006-01-01,183293,55,false,,2018-12-24T12:58:09Z,"","Walt Disney Records",0.608,0.867,4,-4.683,1,0.0307,0.00528,0,0.0643,0.866,94.008,4
spotify:track:4VC5nFbYO4avKksJ9jN4pY,"Just Give Me a Reason (feat. Nate Ruess)","The Truth About Love","P!nk;Nate Ruess",2012-09-14,242733,0,false,,2018-12-24T12:58:09Z,"","RCA Records Label",0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,4
spotify:track:77NNZQSqzLNqh2A9JhLRkg,"Don't Stop Believin'","The Essential Journey","Journey",2001-10-16,248906,77,false,,2018-12-24T12:58:09Z,"aor,classic rock","Columbia",0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,4
spotify:track:6OtCIsQZ64Vs1EbzztvAv4,"Good Life","Waking Up","OneRepublic",2009-01-01,253306,75,true,,2018-12-24T12:58:09Z,"soft pop","Mosley / Interscope",0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988,4
spotify:track:6t6oULCRS6hnI7rm0h5gwl,"Some Nights","Some Nights","fun.",2012-02-21,277040,69,true,,2018-12-24T12:58:09Z,"","Fueled By Ramen",0.672,0.738,0,-7.045,1,0.0506,0.0178,0.0000675,0.0927,0.392,107.938,4
spotify:track:5ilbsx6qkdgTZLptWIvXEV,"Best Friend's Brother (feat. Victoria Justice)","Victorious: Music From The Hit TV Show (feat. Victoria Justice)","Victorious Cast;Victoria Justice",2011-08-01,218266,58,false,,2018-12-24T12:58:09Z,"","Nickelodeon/Columbia",0.613,0.917,8,-4.754,1,0.0637,0.000398,0.00000969,0.159,0.77,140.001,4
spotify:track:2wqaekenSQZm7hxQOYt8oE,"Am I Wrong","Am I Wrong","Nico & Vinz",2014-01-21,247520,57,false,,2018-12-24T12:58:09Z,"","Warner Records",0.725,0.68,8,-5.465,1,0.0306,0.162,0.00000213,0.158,0.76,119.939,4
spotify:track:1P17dC1amhFzptugyAO7Il,"Look What You Made Me Do","reputation","Taylor Swift",2017-11-10,211853,79,false,,2018-12-24T12:58:09Z,"","Taylor Swift",0.766,0.709,9,-6.471,0,0.123,0.204,0.0000141,0.126,0.506,128.07,4
spotify:track:6SkoBaMd0lzoQjID5aV2d9,"Flashlight - From ""Pitch Perfect 2"" Soundtrack","Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack)","Jessie J",2015-05-12,209560,57,false,,2018-12-24T12:58:09Z,"","UME – PP2 OST",0.379,0.616,5,-7.065,1,0.0587,0.334,0.00000505,0.102,0.396,147.521,4
spotify:track:7CMUQu028pU9oKOFMI6pgK,"Strong","Cinderella (Original Motion Picture Soundtrack)","Sonna Rele",2015-01-01,194053,46,false,,2018-12-24T12:58:09Z,"","Walt Disney Records",0.324,0.563,1,-6.424,0,0.0398,0.586,0,0.374,0.172,69.196,4
spotify:track:1DqdF42leyFIzqNDv9CjId,"Dynamite","Rokstarr","Taio Cruz",2010-01-01,203866,71,false,,2018-12-24T12:58:09Z,"","Universal-Island Records Ltd.",0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,4
spotify:track:2xwvbYAzh77yPlF4Rz2h2s,"Beethoven's 5 Secrets","The Piano Guys","The Piano Guys",2012-10-02,309773,0,false,,2018-12-24T12:58:09Z,"classical crossover","Portrait/Sony Masterworks",0.301,0.514,2,-9.305,1,0.0414,0.794,0.906,0.079,0.111,149.845,4
spotify:track:7LjTWUDjU1RMolXFFp3fxm,"Marry You","Marry You","Aramis String Quartet",2015-07-20,153250,0,false,,2018-12-24T12:58:09Z,"","Aramis String Quartet",0.426,0.487,5,-4.102,1,0.0321,0.949,0.00205,0.104,0.588,154.013,4
spotify:track:5U0ELGcI6Efm6c1fQ8rKTL,"Don't Stop Believin' (Glee Cast - Rachel/Lea Michele solo audition version)","Don't Stop Believin' (Glee Cast - Rachel/Lea Michele solo audition version)","Glee Cast",2013-04-23,226693,0,false,,2018-12-24T12:58:09Z,"","Columbia",0.544,0.788,6,-5.429,1,0.0351,0.0192,0,0.0906,0.349,123.985,4
spotify:track:1NhPKVLsHhFUHIOZ32QnS2,"Secrets","Waking Up","OneRepublic",2009-01-01,224693,79,false,,2018-12-24T12:58:09Z,"soft pop","Mosley / Interscope",0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,4
spotify:track:2lPKLhAyPIkSMqXPbIOUDB,"Viva la Vida","The Collection, Vol. 4","David Sides",2016-01-01,244020,42,false,,2018-12-24T12:58:09Z,"","David Sides Enterprises, Inc.",0.657,0.321,5,-17.188,0,0.0453,0.958,0.769,0.11,0.303,137.002,4
spotify:track:5M0j0DvBgr65ucv46jxkzE,"Viva La Vida","Music","David Garrett",2012,255336,44,false,,2018-12-24T12:58:09Z,"classical crossover,classical","Decca (UMO)",0.589,0.442,8,-7.113,1,0.0396,0.146,0.808,0.0978,0.515,137.983,4
spotify:track:1hwdPQtFHISvZ9SXMkNrIK,"A Whole New World","Aladdin Special Edition","Lea Salonga;Brad Kane;Disney",2004-01-01,160800,68,false,,2018-12-24T12:58:09Z,"","Walt Disney Records",0.285,0.227,0,-15.793,1,0.0354,0.846,0.00000211,0.1,0.135,115.8,4
spotify:track:3SPDQfj2UfWq6A2NllZnzn,"What Makes You Beautiful","Up All Night","One Direction",2012-05-25,198053,4,false,,2018-12-24T12:58:09Z,"","Syco Music UK",0.729,0.771,4,-2.451,1,0.0725,0.00761,0,0.087,0.873,125.011,4
spotify:track:7wjbSn8QHsxqKXU5M0jXGM,"Eyes Open","The Hunger Games: Songs From District 12 And Beyond","Taylor Swift",2012-01-01,244586,46,false,,2018-12-24T12:58:09Z,"","Universal Records",0.598,0.724,7,-7.225,1,0.0345,0.00678,0.00182,0.0839,0.297,137.115,4
spotify:track:0uKNrHYRdAj6hYHxCcoHOY,"Good Time","Kiss (Deluxe)","Owl City;Carly Rae Jepsen",2012-01-01,205120,36,false,,2018-12-24T12:58:09Z,"","Silent Records IGA",0.567,0.863,3,-4.916,1,0.111,0.0195,0.0000742,0.451,0.675,126.013,4
spotify:track:5sra5UY6sD658OabHL3QtI,"Empire State of Mind (Part II) Broken Down","The Element Of Freedom","Alicia Keys",2009-12-15,216480,75,false,,2018-12-24T12:58:09Z,"r&b,neo soul","J Records",0.484,0.368,6,-7.784,1,0.0341,0.74,0.0000382,0.118,0.142,92.923,4
spotify:track:6ZndaAcUPerqKjyAW1gGPX,"Flashlight","Violin Covers Pt. III","Daniel Jang",2016-01-17,201655,0,false,,2018-12-24T12:58:09Z,"","Daniel Jang",0.202,0.745,5,-2.335,1,0.0671,0.716,0.0341,0.112,0.1,182.512,5
spotify:track:7CPf0ELfnqLgdLCJFPbKJK,"CAN YOU FEEL THE LOVE TONIGHT","Violinisten 2","Ulrik Lundström",2016-12-22,121960,0,false,,2018-12-24T12:58:09Z,"","Notposten",0.373,0.0918,7,-21.213,1,0.0302,0.822,0.95,0.122,0.186,63.343,4
spotify:track:7CNO19a6MzNLmBd3m2iCbU,"Love Me Like You Do","Brooklyn Sessions II","Brooklyn Duo",2015-05-16,195419,0,false,,2018-12-24T12:58:09Z,"","Brooklyn Duo",0.304,0.275,0,-11.194,1,0.0301,0.966,0.89,0.119,0.115,94.867,4
spotify:track:6Knv6wdA0luoMUuuoYi2i1,"My House","My House","Flo Rida",2015-04-07,192190,77,false,,2018-12-24T12:58:09Z,"","Poe Boy/Atlantic",0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,4
spotify:track:22PMfvdz35fFKYnJyMn077,"Marry You","Doo-Wops & Hooligans","Bruno Mars",2010-05-11,230192,78,false,,2018-12-24T12:58:09Z,"","Atlantic Records",0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,4
spotify:track:2JzZzZUQj3Qff7wapcbKjc,"See You Again (feat. Charlie Puth)","See You Again (feat. Charlie Puth)","Wiz Khalifa;Charlie Puth",2015,229525,84,false,,2018-12-24T12:58:09Z,"rap,soft pop,pop","Atlantic Records",0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,4
spotify:track:2cCrfPyGJ1lwEDzbW4JCoO,"Viva La Vida","Eclectric","Dallas String Quartet",2010-05-08,252800,28,false,,2018-12-24T12:58:09Z,"classical crossover","Dallas Live Orchestra llc",0.471,0.327,9,-8.193,1,0.0311,0.929,0.0151,0.106,0.569,138.353,4
spotify:track:78sadk681kINGMrxXw1iDl,"What Makes You Beautiful","The Piano Guys","The Piano Guys",2013-01-18,177687,40,false,,2018-12-24T12:58:09Z,"classical crossover","Masterworks",0.732,0.596,4,-10.064,1,0.0325,0.856,0.94,0.0824,0.496,130.054,4
spotify:track:0qcr5FMsEO85NAQjrlDRKo,"Let It Go - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Idina Menzel",2013-01-01,223840,79,false,,2018-12-24T12:58:09Z,"musicals","Walt Disney Records",0.543,0.485,8,-6.79,1,0.0305,0.555,0,0.12,0.372,136.961,4
spotify:track:0i5el041vd6nxrGEU8QRxy,"Cruise","Here's To The Good Times","Florida Georgia Line",2012-01-01,208960,70,false,,2018-12-24T12:58:09Z,"country,pop country,acoustic country","BMX",0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148.001,4
spotify:track:7AEAGTc8cReDqcbPoY9gwo,"We Are Never Ever Getting Back Together","Red","Taylor Swift",2012-10-22,191880,68,false,,2018-12-24T12:58:09Z,"","Taylor Swift",0.628,0.676,7,-5.911,1,0.0916,0.00957,0.0000265,0.102,0.75,85.984,4
spotify:track:45aBsnKRWUzhwbcqOJLwfe,"This Is Me","The Greatest Showman (Original Motion Picture Soundtrack)","Keala Settle;The Greatest Showman Ensemble",2017-12-08,234706,73,false,,2018-12-24T12:58:09Z,"musicals","Atlantic Records",0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,4
spotify:track:7D49Iig0avHre9RFSUMkd2,"I Lived","Native","OneRepublic",2014-01-01,234546,61,false,,2018-12-24T12:58:09Z,"soft pop","Mosley / Interscope",0.598,0.854,9,-5.429,1,0.0436,0.0746,0,0.278,0.311,119.976,4
