Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5viFjDGTnrApmUY5c8qkfw,"A Whole New World","Aladdin (Original Motion Picture Soundtrack)","Mena Massoud;Naomi Scott",2019-05-22,175593,64,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.395,0.375,0,-7.948,1,0.034,0.225,0,0.145,0.131,121.04,4
spotify:track:1KtpKMvi42EVZDgooKgdUk,"Dynamite","A.N.T. Farm","China Anne McClain",2011-10-11,161466,47,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.676,0.779,6,-3.493,1,0.0656,0.182,0,0.0352,0.511,122.026,4
spotify:track:1x3sHPNONOMf8NiGXYBksv,"Bad Blood","Bad Blood","Kurt Hugo Schneider;MAYCE;Benjamin Kheng",2015-06-28,211058,17,false,,2020-11-27T12:32:43Z,"","mudhutdigital.com",0.43,0.857,7,-3.437,1,0.203,0.178,0,0.127,0.368,169.96,4
spotify:track:3DamFFqW32WihKkTVlwTYQ,"Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,80,false,,2020-11-27T12:32:43Z,"","Universal Records",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
spotify:track:4F4zJvJMXjMKdgwWI9WFMT,"If I Die Young","If I Die Young","Sam Tsui",2010-12-06,189090,18,false,,2020-11-27T12:32:43Z,"","mudhutdigital.com",0.644,0.461,0,-6.862,1,0.0301,0.149,0,0.376,0.291,132.009,4
spotify:track:02WDuAXXKumemrvsmrVBvH,"Wavin' Flag - Coca-Cola® Celebration Mix","Troubadour","K'NAAN",2009,212866,46,false,,2020-11-27T12:32:43Z,"","Interscope Records*",0.584,0.768,0,-4.185,1,0.058,0.329,0,0.0587,0.729,152.005,4
spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,"Treat You Better","Illuminate","Shawn Mendes",2017-04-20,187973,87,false,,2020-11-27T12:32:43Z,"","Island Records",0.443,0.82,10,-4.091,0,0.34,0.107,0,0.107,0.771,82.697,4
spotify:track:3GCL1PydwsLodcpv0Ll1ch,"You Belong With Me","Fearless","Taylor Swift",2008-11-11,231133,67,false,,2020-11-27T12:32:43Z,"","Taylor Swift",0.687,0.783,6,-4.44,1,0.0386,0.162,0.0000135,0.114,0.443,129.964,4
spotify:track:5gtdkqoFqdFnFi4tBTE2Qo,"Just Give Me A Reason","Just Give Me A Reason","Kurt Hugo Schneider;Sam Tsui;Kylee",2013-05-15,242210,24,false,,2020-11-27T12:32:43Z,"","mudhutdigital.com",0.524,0.866,2,-4.403,1,0.0875,0.0611,0,0.118,0.309,189.991,4
spotify:track:1X1DWw2pcNZ8zSub3uhlNz,"Hall of Fame (feat. will.i.am)","#3","The Script;will.i.am",2012-10-09,202530,69,false,,2020-11-27T12:32:43Z,"","Epic/Phonogenic",0.421,0.873,10,-4.343,1,0.0564,0.0654,0,0.123,0.629,84.786,4
spotify:track:0PZCJRizjjaygMsxthL0dr,"Fantasmic! Exit Music - Disneyland Park","A Musical Tour: Treasures of the Walt Disney Archives at The Reagan Library","Bruce Healey",2012-01-01,178693,41,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.533,0.525,7,-8.162,1,0.039,0.565,0.437,0.084,0.55,128.013,4
spotify:track:0VwNdo84DaVYLIkbVO86ND,"We Are Never Ever Getting Back Together","Red (Big Machine Radio Release Special)","Taylor Swift",2012-10-22,193146,71,false,,2020-11-27T12:32:43Z,"","Taylor Swift",0.628,0.676,7,-5.911,1,0.0916,0.00957,0.0000265,0.121,0.75,85.984,4
spotify:track:4fbIXctGOQTxkcdsMtQT1N,"Treat You Better","Treat You Better","Kurt Hugo Schneider;Sam Tsui;Casey Breves",2016-09-08,190843,17,false,,2020-11-27T12:32:43Z,"","mudhutdigital.com",0.333,0.659,10,-7.642,0,0.121,0.365,0,0.288,0.625,78.968,4
spotify:track:6lPiAmDDn22FQzdIS8UkjY,"Some Things Never Change - Instrumental","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Kristen Anderson-Lopez;Robert Lopez",2019-11-15,207588,37,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.584,0.462,5,-9.054,1,0.0274,0.229,0.936,0.185,0.189,89.914,4
spotify:track:0qcr5FMsEO85NAQjrlDRKo,"Let It Go - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Idina Menzel",2013-01-01,223840,79,false,,2020-11-27T12:32:43Z,"musicals","Walt Disney Records",0.543,0.485,8,-6.79,1,0.0305,0.555,0,0.12,0.372,136.961,4
spotify:track:72jCZdH0Lhg93z6Z4hBjgj,"I Knew You Were Trouble.","Red","Taylor Swift",2012-10-22,217973,74,false,,2020-11-27T12:32:43Z,"","Taylor Swift",0.622,0.469,3,-6.798,0,0.0363,0.00454,0.00000225,0.0398,0.679,77.019,4
spotify:track:6HWrZopPSJ5Ae9BpEsJghR,"Human","Human","Sam Tsui",2014-05-10,228750,14,false,,2020-11-27T12:32:43Z,"","mudhutdigital.com",0.414,0.31,4,-9.144,1,0.0367,0.655,0,0.113,0.366,143.307,4
spotify:track:5q9k7uDMyVrLe1C23f1bwy,"Let It Go - Instrumental Karaoke","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Anderson-Lopez;Robert Lopez",2013-01-01,226200,40,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.605,0.389,5,-11.815,0,0.0292,0.662,0.934,0.142,0.11,137.018,4
spotify:track:3sP3c86WFjOzHHnbhhZcLA,"Give Your Heart a Break","Unbroken","Demi Lovato",2011-01-01,205346,73,false,,2020-11-27T12:32:43Z,"","Hollywood Records",0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,4
spotify:track:0cITLOYn1Sv4q27zZPqlNK,"Red","Red","Taylor Swift",2012-10-22,220826,64,false,,2020-11-27T12:32:43Z,"","Taylor Swift",0.602,0.896,1,-4.267,0,0.0437,0.0773,0.0000887,0.091,0.641,124.978,4
spotify:track:0N9Vo8vlxiP1Ii3rsz83z7,"22","Alex Goot & Friends, Vol. 3","Alex Goot;Sam Tsui;Kurt Hugo Schneider;ATC;King the Kid",2014-01-25,222066,0,false,,2020-11-27T12:32:43Z,"nightcore,acoustic pop","mudhutdigital.com",0.651,0.732,5,-5.722,1,0.0356,0.124,0,0.253,0.855,104.054,4
spotify:track:2ybG7j6iMJ6cbbDwqKyvc1,"For the First Time in Forever - Instrumental Karaoke","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Anderson-Lopez;Robert Lopez",2013-01-01,226586,38,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.281,0.319,6,-9.511,1,0.03,0.907,0.836,0.151,0.244,101.53,4
spotify:track:6klpXs2uAjagnZMFkt4qkl,"I See the Light - From ""Tangled"" / Soundtrack Version","Tangled","Mandy Moore;Zachary Levi",2010-01-01,224240,70,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.243,0.139,5,-14.392,1,0.0308,0.83,0,0.0725,0.169,91.994,4
spotify:track:7HFmkJSe8KTz20Cv085eDk,"Fireflies (Instrumental Version)","Ballet Meets Pop! (Instrumental Tracks)","The International Contemporary Dance Ensemble",2014-09-12,227000,0,false,,2020-11-27T12:32:43Z,"ballet","Pony Music",0.65,0.617,3,-10.568,1,0.0359,0.00189,0.71,0.124,0.368,90.008,4
spotify:track:1mea3bSkSGXuIRvnydlB5b,"Viva La Vida","Viva La Vida or Death and All His Friends","Coldplay",2008-06-06,242373,88,false,,2020-11-27T12:32:43Z,"","Parlophone UK",0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
spotify:track:4GJlEjFyu6shVEDCIVG7Tk,"Down","The Covers","Sam Tsui;Kurt Hugo Schneider",2010-02-09,194000,12,false,,2020-11-27T12:32:43Z,"","Ghostlight Records",0.606,0.352,2,-7.02,1,0.029,0.878,0,0.105,0.603,124.745,4
spotify:track:3Z0oQ8r78OUaHvGPiDBR3W,"Into the Unknown","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Idina Menzel;AURORA",2019-11-15,194848,75,false,,2020-11-27T12:32:43Z,"musicals,norwegian pop,art pop","Walt Disney Records",0.321,0.405,10,-8.533,0,0.0412,0.849,0.000544,0.138,0.274,146.072,5
spotify:track:1oLcpJA9TfwwejiEM9C5gi,"Shake It Up - From ""Shake It Up""","Shake It Up (From ""Shake It Up"")","Selena Gomez",2011-01-01,180826,46,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.724,0.782,2,-7.407,0,0.0334,0.0368,0,0.196,0.797,128.01,4
spotify:track:3IPnBzGRMg6BfViFxxa0Gq,"Love Is an Open Door - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Bell;Santino Fontana",2013-01-01,124733,70,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.737,0.636,6,-6.308,0,0.0737,0.262,0,0.319,0.537,100.033,4
spotify:track:7bG6SQBGZthPDG5QJL5Gf7,"In Summer - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Josh Gad",2013-01-01,110986,61,false,,2020-11-27T12:32:43Z,"musicals","Walt Disney Records",0.5,0.34,7,-9.537,1,0.169,0.534,0,0.59,0.703,77.116,1
spotify:track:1mKXFLRA179hdOWQBwUk9e,"Just Give Me a Reason (feat. Nate Ruess)","The Truth About Love","P!nk;Nate Ruess",2012-09-18,242721,85,false,,2020-11-27T12:32:43Z,"","RCA Records Label",0.778,0.547,2,-7.273,1,0.0489,0.344,0.000306,0.132,0.442,95,4
spotify:track:28cUfBoNp0BrrConW5QOVU,"Payphone","Violin Covers Pt. I","Daniel Jang",2014-01-10,231288,0,false,,2020-11-27T12:32:43Z,"","Loudr",0.566,0.785,7,-4.349,1,0.0315,0.00102,0.0722,0.337,0.293,109.985,4
spotify:track:4NAmRvqSITAAzKWnC8yRq3,"Everything Has Changed","Red","Taylor Swift;Ed Sheeran",2012-10-22,243933,54,false,,2020-11-27T12:32:43Z,"soft pop","Taylor Swift",0.624,0.458,6,-6.755,1,0.0287,0.36,0.00000389,0.303,0.436,80.017,4
spotify:track:437eNQXusBT4q9q3f34oW9,"Reflection (2020) - From ""Mulan""","Reflection (2020) [From ""Mulan""]","Christina Aguilera",2020-08-27,217996,48,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.35,0.636,7,-8.158,1,0.0746,0.444,0,0.0811,0.208,95.162,4
spotify:track:5M0j0DvBgr65ucv46jxkzE,"Viva La Vida","Music","David Garrett",2012,255336,44,false,,2020-11-27T12:32:43Z,"classical crossover,classical","Decca (UMO)",0.589,0.442,8,-7.113,1,0.0396,0.146,0.808,0.0978,0.515,137.983,4
spotify:track:0XPsOSYzDJZJArevQNm2AR,"Speechless (Full)","Aladdin (Original Motion Picture Soundtrack)","Naomi Scott",2019-05-22,208800,68,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.474,0.489,6,-7.625,0,0.0342,0.467,0,0.119,0.23,124.844,4
spotify:track:4kbj5MwxO1bq9wjT5g9HaA,"Shut Up and Dance","TALKING IS HARD","WALK THE MOON",2014-12-02,199080,84,false,,2020-11-27T12:32:43Z,"","RCA Records Label",0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4
spotify:track:3tNE4i6TBqMdyTZxHDAn9B,"Sweet but Psycho","Heaven & Hell","Ava Max",2020-09-18,187436,0,false,,2020-11-27T12:32:43Z,"","Atlantic Records",0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,4
spotify:track:7oOfd5BP16mS0Vrh1PdRHt,"Good Life","Waking Up (Deluxe)","OneRepublic",2009-01-01,253306,37,true,,2020-11-27T12:32:43Z,"soft pop","Mosley / Interscope",0.636,0.694,6,-7.796,1,0.051,0.0785,0,0.121,0.687,94.989,4
spotify:track:5Lgcn7u07bHuqbOtXkN62u,"With You","Exclusive (Expanded Edition)","Chris Brown",2007-11-06,252120,80,false,,2020-11-27T12:32:43Z,"r&b","Jive",0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.145,0.655,86.009,4
spotify:track:6tKW2g2So84pCTZXE0Furx,"One Thing","Up All Night","One Direction",2012-05-25,197186,0,false,,2020-11-27T12:32:43Z,"","Syco Music UK",0.711,0.721,2,-3.79,1,0.0282,0.00224,0,0.0525,0.675,126.988,4
spotify:track:04zQt3DLDJT85AFiZVXASa,"Locked Away","Locked Away","Kurt Hugo Schneider;Sam Tsui;Kirsten Collins",2015-10-14,220851,34,false,,2020-11-27T12:32:43Z,"","mudhutdigital.com",0.362,0.324,1,-10.35,1,0.0481,0.834,0,0.0685,0.519,187.077,4
spotify:track:5eHx3w4XQBpF4GFkCVTU7k,"Another Sky","Traveling Notes","Taro Hakase",2003-10-08,334000,0,false,,2020-11-27T12:32:43Z,"japanese classical","HATS UNLIMITED CO.,LTD.",0.565,0.766,0,-8.485,1,0.029,0.438,0.4,0.095,0.561,106.004,4
spotify:track:1DqdF42leyFIzqNDv9CjId,"Dynamite","Rokstarr","Taio Cruz",2010-01-01,203866,71,false,,2020-11-27T12:32:43Z,"","Universal-Island Records Ltd.",0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,4
spotify:track:2DMgt7RVEBD0Likx7GGHqg,"Happily Ever After - Full Version","Happily Ever After (Full Version)","Jordan Fisher;Angie K",2017-05-12,238403,52,false,,2020-11-27T12:32:43Z,"latin country","Walt Disney Records",0.475,0.799,2,-4.862,1,0.104,0.0226,0,0.619,0.223,131.533,4
spotify:track:5ouuPi1o6eOVSgHn2exemw,"It's a Small World - From ""It's a Small World""","Disney's Greatest Volume 2","The Disneyland Children's Chorus;Robert B. Sherman;Richard M. Sherman",2001-01-01,182893,48,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.679,0.312,7,-14.695,1,0.0393,0.801,0,0.09,0.951,119.89,4
spotify:track:3SPDQfj2UfWq6A2NllZnzn,"What Makes You Beautiful","Up All Night","One Direction",2012-05-25,198053,4,false,,2020-11-27T12:32:43Z,"","Syco Music UK",0.729,0.771,4,-2.451,1,0.0725,0.00761,0,0.087,0.873,125.011,4
spotify:track:52Dw5hXeylenurLTKoFJfZ,"If We Were A Movie - From ""Hannah Montana""/Soundtrack Version","Hannah Montana","Hannah Montana",2006-01-01,183293,55,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.608,0.867,4,-4.683,1,0.0307,0.00528,0,0.0643,0.866,94.008,4
spotify:track:3GTEubHBid4BiAAjcRbyMC,"Love Is an Open Door - Instrumental Karaoke","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Anderson-Lopez;Robert Lopez",2013-01-01,127200,37,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.83,0.464,6,-9.932,0,0.0369,0.145,0.929,0.106,0.774,100.029,4
spotify:track:5yyqx4brn6Bm9U1Rj9ENnz,"Touch The Sky - From ""Brave""/Soundtrack","Brave","Julie Fowlis",2012-01-01,151400,63,false,,2020-11-27T12:32:43Z,"celtic","Walt Disney Records",0.372,0.641,2,-7.954,1,0.047,0.137,0,0.103,0.33,119.013,3
spotify:track:69ZNzwrCGP6h5ewkJQWWaT,"One Jump Ahead","Aladdin Special Edition","Brad Kane;Disney",2004-01-01,142440,49,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.564,0.326,7,-16.436,1,0.127,0.425,0,0.742,0.688,123.609,4
spotify:track:4lhqb6JvbHId48OUJGwymk,"Hey Brother","True","Avicii",2013-09-16,255093,80,false,,2020-11-27T12:32:43Z,"edm","Pophouse Entertainment Group",0.545,0.78,7,-4.867,0,0.0436,0.0309,0.0000464,0.0828,0.458,125.014,4
spotify:track:7iocNjLrxPHLl8njgRlv5U,"Married Life","Up (Original Motion Picture Soundtrack)","Michael Giacchino",2009-01-01,250573,65,false,,2020-11-27T12:32:43Z,"soundtrack,score","Walt Disney Records",0.278,0.0675,0,-20.946,1,0.04,0.97,0.732,0.0812,0.112,82.626,3
spotify:track:0qOnSQQF0yzuPWsXrQ9paz,"Stereo Hearts (feat. Adam Levine)","The Papercut Chronicles II","Gym Class Heroes;Adam Levine",2011-11-11,210960,84,false,,2020-11-27T12:32:43Z,"","Decaydance/Fueled By Ramen",0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4
spotify:track:3cvNxYnBgh6ystYLC6NQTT,"Daylight","Overexposed (Deluxe)","Maroon 5",2012-01-01,225400,51,false,,2020-11-27T12:32:43Z,"pop","Interscope Records*",0.662,0.67,2,-5.504,1,0.027,0.0022,0,0.203,0.352,119.977,4
spotify:track:7CMUQu028pU9oKOFMI6pgK,"Strong","Cinderella (Original Motion Picture Soundtrack)","Sonna Rele",2015-01-01,194053,46,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.324,0.563,1,-6.424,0,0.0398,0.586,0,0.374,0.172,69.196,4
spotify:track:4nqxQU97VmHhn3e6a3CUWZ,"Make It Shine (Victorious Theme) (feat. Victoria Justice)","Victorious: Music From The Hit TV Show (feat. Victoria Justice)","Victorious Cast;Victoria Justice",2011-08-01,187773,56,false,,2020-11-27T12:32:43Z,"","Nickelodeon/Columbia",0.52,0.933,5,-2.884,1,0.0541,0.000137,0,0.0556,0.397,137.022,4
spotify:track:4pIjcawF1mGKm45b1CG5jV,"Speechless (Part 2)","Aladdin (Original Motion Picture Soundtrack)","Naomi Scott",2019-05-22,144136,50,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.492,0.573,7,-7.183,0,0.0411,0.162,0,0.0663,0.189,125.804,4
spotify:track:1NhPKVLsHhFUHIOZ32QnS2,"Secrets","Waking Up","OneRepublic",2009-01-01,224693,79,false,,2020-11-27T12:32:43Z,"soft pop","Mosley / Interscope",0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,4
spotify:track:05pKAafT85jeeNhZ6kq7HT,"I Won't Give Up","I Won't Give Up","Jason Mraz",2012-01-03,240165,59,false,,2020-11-27T12:32:43Z,"soft pop,acoustic pop","Atlantic Records",0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703,3
spotify:track:4xh7W7tlNMIczFhupCPniY,"Go Your Own Way - 2004 Remaster","Rumours (Super Deluxe)","Fleetwood Mac",1977-02-04,223613,67,false,,2020-11-27T12:32:43Z,"classic rock,yacht rock,soft rock","Rhino/Warner Records",0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,4
spotify:track:6YM4DsQki1UdQSrTGlanVH,"Home - Outtake","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Kristen Bell",2019-11-15,176865,50,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.706,0.424,2,-7.048,1,0.0354,0.725,0,0.0722,0.636,101.7,4
spotify:track:6i2AmqDwaicOn2NGFsd5nn,"Watch Me","Shake It Up: Break It Down","Bella Thorne;Zendaya;Cast of Shake It Up: Break It Down",2011-01-01,175546,43,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.71,0.705,0,-4.558,1,0.0683,0.00274,0.00502,0.0979,0.614,124.994,4
spotify:track:4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Nayer)","Planet Pit (Deluxe Version)","Pitbull;AFROJACK;Ne-Yo;Nayer",2011-06-17,252306,88,false,,2020-11-27T12:32:43Z,"edm,big room","Mr.305/Polo Grounds Music/J Records",0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,4
spotify:track:0dBW6ZsW8skfvoRfgeerBF,"Mine","Speak Now","Taylor Swift",2010-10-25,230706,57,false,,2020-11-27T12:32:43Z,"","Taylor Swift",0.624,0.757,7,-2.94,1,0.0296,0.00265,0.00000187,0.189,0.658,121.07,4
spotify:track:7KFhAYrQK8eNyTC3S5Pvo0,"Happy End in Agrabah","Aladdin Special Edition","Alan Menken;Disney",2004-01-01,255253,20,false,,2020-11-27T12:32:43Z,"","Walt Disney Records",0.208,0.123,5,-17.264,1,0.0382,0.921,0.701,0.311,0.11,130.581,5
spotify:track:0AxyTU5CJKFC798VnYTvJb,"Fireflies","The Covers","Sam Tsui;Kurt Hugo Schneider",2010-02-09,217240,13,false,,2020-11-27T12:32:43Z,"","Ghostlight Records",0.598,0.687,3,-5.761,1,0.0825,0.0989,0.0000202,0.165,0.522,91.002,4
spotify:track:2kAwInoNljoVi4SsYCnFeo,"Rue's Farewell","The Hunger Games: Original Motion Picture Score","James Newton Howard",2012-03-26,299800,43,false,,2020-11-27T12:32:43Z,"soundtrack,score","Universal Records",0.062,0.0233,9,-20.533,0,0.0441,0.921,0.972,0.0796,0.0394,65.209,3
spotify:track:5SXsXjVJCWeJuf7FHvgBYR,"The Avengers","The Avengers (Original Motion Picture Soundtrack)","Alan Silvestri",2012-01-01,123360,63,false,,2020-11-27T12:32:43Z,"soundtrack,score","Hollywood Records",0.25,0.553,7,-8.188,1,0.0429,0.606,0.673,0.145,0.226,118.985,4
spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,"22","Red (Deluxe Edition)","Taylor Swift",2012-10-22,230133,54,false,,2020-11-27T12:32:43Z,"","Taylor Swift",0.658,0.729,7,-6.561,1,0.0378,0.00215,0.0013,0.0752,0.668,104.007,4
spotify:track:4fadF59GsArNw7euv4uXth,"What Makes You Beautiful","What Makes You Beautiful","Sam Tsui",2012-04-05,230892,8,false,,2020-11-27T12:32:43Z,"","mudhutdigital.com",0.612,0.518,4,-5.041,1,0.0292,0.614,0,0.381,0.402,111.981,4
spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,"The Days","The Days / Nights","Avicii",2014-01-01,278480,66,false,,2020-11-27T12:32:43Z,"edm","Pophouse Entertainment Group",0.59,0.724,0,-3.278,1,0.0439,0.04,0.0000407,0.142,0.526,127.059,4
spotify:track:2JzZzZUQj3Qff7wapcbKjc,"See You Again (feat. Charlie Puth)","See You Again (feat. Charlie Puth)","Wiz Khalifa;Charlie Puth",2015,229525,84,false,,2020-11-27T12:32:43Z,"rap,soft pop,pop","Atlantic Records",0.689,0.481,10,-7.503,1,0.0815,0.369,0.00000103,0.0649,0.283,80.025,4
