Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:72jCZdH0Lhg93z6Z4hBjgj,"I Knew You Were Trouble.","Red","Taylor Swift",2012-10-22,217973,74,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.622,0.469,3,-6.798,0,0.0363,0.00454,0.00000225,0.0398,0.679,77.019,4
spotify:track:4pIjcawF1mGKm45b1CG5jV,"Speechless (Part 2)","Aladdin (Original Motion Picture Soundtrack)","Naomi Scott",2019-05-22,144136,50,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.492,0.573,7,-7.183,0,0.0411,0.162,0,0.0663,0.189,125.804,4
spotify:track:1qHaLcG3LOeh6ZB8vii5ZZ,"Just Give Me a Reason (feat. Nate Ruess)","The Truth About Love","P!nk;Nate Ruess",2012-09-17,242733,0,false,,2019-12-12T22:18:08Z,"","RCA Records Label",0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,4
spotify:track:02WDuAXXKumemrvsmrVBvH,"Wavin' Flag - Coca-Cola® Celebration Mix","Troubadour","K'NAAN",2009,212866,46,false,,2019-12-12T22:18:08Z,"","Interscope Records*",0.584,0.768,0,-4.185,1,0.058,0.329,0,0.0587,0.729,152.005,4
spotify:track:1DqdF42leyFIzqNDv9CjId,"Dynamite","Rokstarr","Taio Cruz",2010-01-01,203866,71,false,,2019-12-12T22:18:08Z,"","Universal-Island Records Ltd.",0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,4
spotify:track:5XRHGXut00SrJUFmcn2lQF,"All The Right Moves","Waking Up","OneRepublic",2009-01-01,238000,70,false,,2019-12-12T22:18:08Z,"soft pop","Mosley / Interscope",0.529,0.948,0,-3.527,1,0.0474,0.258,0.00000935,0.283,0.65,146.024,4
spotify:track:273dCMFseLcVsoSWx59IoE,"Bad Blood","1989","Taylor Swift",2014-10-27,211933,66,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.65,0.802,7,-6.114,1,0.181,0.0871,0.00000654,0.148,0.295,170.146,4
spotify:track:3ZdJffjzJWFimSQyxgGIxN,"Just A Dream","5.0","Nelly",2010-11-12,237800,80,false,,2019-12-12T22:18:08Z,"","Motown",0.528,0.753,1,-6.162,1,0.0307,0.0424,0,0.12,0.103,89.954,4
spotify:track:3sP3c86WFjOzHHnbhhZcLA,"Give Your Heart a Break","Unbroken","Demi Lovato",2011-01-01,205346,73,false,,2019-12-12T22:18:08Z,"","Hollywood Records",0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,4
spotify:track:7oOfd5BP16mS0Vrh1PdRHt,"Good Life","Waking Up (Deluxe)","OneRepublic",2009-01-01,253306,37,true,,2019-12-12T22:18:08Z,"soft pop","Mosley / Interscope",0.636,0.694,6,-7.796,1,0.051,0.0785,0,0.121,0.687,94.989,4
spotify:track:5q9k7uDMyVrLe1C23f1bwy,"Let It Go - Instrumental Karaoke","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Anderson-Lopez;Robert Lopez",2013-01-01,226200,40,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.605,0.389,5,-11.815,0,0.0292,0.662,0.934,0.142,0.11,137.018,4
spotify:track:28cUfBoNp0BrrConW5QOVU,"Payphone","Violin Covers Pt. I","Daniel Jang",2014-01-10,231288,0,false,,2019-12-12T22:18:08Z,"","Loudr",0.566,0.785,7,-4.349,1,0.0315,0.00102,0.0722,0.337,0.293,109.985,4
spotify:track:3DamFFqW32WihKkTVlwTYQ,"Fireflies","Ocean Eyes","Owl City",2009-01-01,228346,80,false,,2019-12-12T22:18:08Z,"","Universal Records",0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4
spotify:track:09IStsImFySgyp0pIQdqAc,"The Middle","The Middle","Zedd;Maren Morris;Grey",2018-01-23,184732,81,false,,2019-12-12T22:18:08Z,"edm,country","UMGRI Interscope",0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,4
spotify:track:0PZCJRizjjaygMsxthL0dr,"Fantasmic! Exit Music - Disneyland Park","A Musical Tour: Treasures of the Walt Disney Archives at The Reagan Library","Bruce Healey",2012-01-01,178693,41,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.533,0.525,7,-8.162,1,0.039,0.565,0.437,0.084,0.55,128.013,4
spotify:track:28UMEtwyUUy5u0UWOVHwiI,"I'll Make a Man Out of You","Mulan (Original Soundtrack)","Donny Osmond;Chorus - Mulan;Disney",1998-01-01,201680,73,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.672,0.322,7,-17.669,1,0.0339,0.144,0.0000296,0.074,0.496,113.852,4
spotify:track:1hwdPQtFHISvZ9SXMkNrIK,"A Whole New World","Aladdin Special Edition","Lea Salonga;Brad Kane;Disney",2004-01-01,160800,68,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.285,0.227,0,-15.793,1,0.0354,0.846,0.00000211,0.1,0.135,115.8,4
spotify:track:3GCL1PydwsLodcpv0Ll1ch,"You Belong With Me","Fearless","Taylor Swift",2008-11-11,231133,67,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.687,0.783,6,-4.44,1,0.0386,0.162,0.0000135,0.114,0.443,129.964,4
spotify:track:1mea3bSkSGXuIRvnydlB5b,"Viva La Vida","Viva La Vida or Death and All His Friends","Coldplay",2008-06-06,242373,88,false,,2019-12-12T22:18:08Z,"","Parlophone UK",0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
spotify:track:7HFmkJSe8KTz20Cv085eDk,"Fireflies (Instrumental Version)","Ballet Meets Pop! (Instrumental Tracks)","The International Contemporary Dance Ensemble",2014-09-12,227000,0,false,,2019-12-12T22:18:08Z,"ballet","Pony Music",0.65,0.617,3,-10.568,1,0.0359,0.00189,0.71,0.124,0.368,90.008,4
spotify:track:12tUCBq7V9qCF8qGOLpcnu,"Love Somebody","Overexposed (Deluxe)","Maroon 5",2012-01-01,229826,54,false,,2019-12-12T22:18:08Z,"pop","Interscope Records*",0.675,0.79,1,-6.295,1,0.0369,0.129,0,0.121,0.423,120.015,4
spotify:track:0dBW6ZsW8skfvoRfgeerBF,"Mine","Speak Now","Taylor Swift",2010-10-25,230706,57,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.624,0.757,7,-2.94,1,0.0296,0.00265,0.00000187,0.189,0.658,121.07,4
spotify:track:163iPjMqMftS8AbK6INHqw,"Rewrite the Stars","Rewrite the Stars","Benj Pasek;Justin Paul;The Piano Guys",2018-02-12,211533,31,false,,2019-12-12T22:18:08Z,"classical crossover","Masterworks",0.504,0.51,10,-7.833,1,0.0347,0.954,0.188,0.133,0.164,124.995,4
spotify:track:4VL2XUsn5dHQYdf5nPHGdM,"Best Song Ever","Best Song Ever","One Direction",2013-07-22,202440,0,false,,2019-12-12T22:18:08Z,"","Syco Music",0.654,0.877,1,-2.988,1,0.045,0.025,0,0.0699,0.561,118.499,4
spotify:track:0qcr5FMsEO85NAQjrlDRKo,"Let It Go - From ""Frozen""/Soundtrack Version","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Idina Menzel",2013-01-01,223840,79,false,,2019-12-12T22:18:08Z,"musicals","Walt Disney Records",0.543,0.485,8,-6.79,1,0.0305,0.555,0,0.12,0.372,136.961,4
spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,"22","Red (Deluxe Edition)","Taylor Swift",2012-10-22,230133,54,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.658,0.729,7,-6.561,1,0.0378,0.00215,0.0013,0.0752,0.668,104.007,4
spotify:track:0XPsOSYzDJZJArevQNm2AR,"Speechless (Full)","Aladdin (Original Motion Picture Soundtrack)","Naomi Scott",2019-05-22,208800,68,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.474,0.489,6,-7.625,0,0.0342,0.467,0,0.119,0.23,124.844,4
spotify:track:6tKW2g2So84pCTZXE0Furx,"One Thing","Up All Night","One Direction",2012-05-25,197186,0,false,,2019-12-12T22:18:08Z,"","Syco Music UK",0.711,0.721,2,-3.79,1,0.0282,0.00224,0,0.0525,0.675,126.988,4
spotify:track:3cvNxYnBgh6ystYLC6NQTT,"Daylight","Overexposed (Deluxe)","Maroon 5",2012-01-01,225400,51,false,,2019-12-12T22:18:08Z,"pop","Interscope Records*",0.662,0.67,2,-5.504,1,0.027,0.0022,0,0.203,0.352,119.977,4
spotify:track:1JbR9RDP3ogVNEWFgNXAjh,"Look What You Made Me Do","reputation (Big Machine Radio Release Special)","Taylor Swift",2017-11-10,211853,50,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.766,0.709,9,-6.471,0,0.123,0.204,0.0000141,0.126,0.506,128.07,4
spotify:track:1zSKtBze2IReYU44W0lDzd,"Can You Feel the Love Tonight","The Lion King (Original Motion Picture Soundtrack)","Beyoncé;Childish Gambino;Billy Eichner;Seth Rogen",2019-07-10,182613,56,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.337,0.331,5,-10.16,1,0.0385,0.657,0,0.085,0.35,103.203,5
spotify:track:5tjNdw1pl6Es0KIEDjdEsr,"Empire State of Mind","Best of Both Worlds","Josh Vietti",2012-10-30,289756,36,false,,2019-12-12T22:18:08Z,"classical crossover","Diversity Talent Agency",0.661,0.83,5,-4.243,1,0.0401,0.0377,0.00937,0.153,0.48,89.986,4
spotify:track:5eHx3w4XQBpF4GFkCVTU7k,"Another Sky","Traveling Notes","Taro Hakase",2003-10-08,334000,0,false,,2019-12-12T22:18:08Z,"japanese classical","HATS UNLIMITED CO.,LTD.",0.565,0.766,0,-8.485,1,0.029,0.438,0.4,0.095,0.561,106.004,4
spotify:track:0VwNdo84DaVYLIkbVO86ND,"We Are Never Ever Getting Back Together","Red (Big Machine Radio Release Special)","Taylor Swift",2012-10-22,193146,71,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.628,0.676,7,-5.911,1,0.0916,0.00957,0.0000265,0.121,0.75,85.984,4
spotify:track:4JwLDaMaa6NoANUmV0Ju81,"One Jump Ahead","Aladdin (Original Motion Picture Soundtrack)","Mena Massoud",2019-05-22,175223,54,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.689,0.725,1,-6.17,1,0.054,0.0885,0.000465,0.0485,0.539,119.373,4
spotify:track:3SPDQfj2UfWq6A2NllZnzn,"What Makes You Beautiful","Up All Night","One Direction",2012-05-25,198053,4,false,,2019-12-12T22:18:08Z,"","Syco Music UK",0.729,0.771,4,-2.451,1,0.0725,0.00761,0,0.087,0.873,125.011,4
spotify:track:7gpy7sfWPNuOKmUNs3XQYE,"Carry On","Some Nights","fun.",2012-02-21,278373,61,false,,2019-12-12T22:18:08Z,"","Fueled By Ramen",0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,5
spotify:track:6NFyWDv5CjfwuzoCkw47Xf,"Delicate","reputation","Taylor Swift",2017-11-10,232253,82,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,4
spotify:track:7z80lzSnA0o6GRjmfnf85d,"A Whole New World - Instrumental","Aladdin (Japanese Original Motion Picture Soundtrack)","Alan Menken;Tim Rice",2019-06-05,176080,8,false,,2019-12-12T22:18:08Z,"musicals","Walt Disney Records",0.372,0.378,0,-11.544,1,0.0356,0.013,0.752,0.167,0.0806,121.875,4
spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,"Party In The U.S.A.","The Time Of Our Lives","Miley Cyrus",2009-01-01,202066,77,false,,2019-12-12T22:18:08Z,"","Hollywood Records",0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4
spotify:track:1gv4xPanImH17bKZ9rOveR,"Raise Your Glass","Raise Your Glass","P!nk",2010-10-05,202960,77,true,,2019-12-12T22:18:08Z,"","LaFace Records",0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,4
spotify:track:05pKAafT85jeeNhZ6kq7HT,"I Won't Give Up","I Won't Give Up","Jason Mraz",2012-01-03,240165,59,false,,2019-12-12T22:18:08Z,"soft pop,acoustic pop","Atlantic Records",0.585,0.303,4,-10.058,1,0.0398,0.694,0,0.115,0.142,136.703,3
spotify:track:7CMUQu028pU9oKOFMI6pgK,"Strong","Cinderella (Original Motion Picture Soundtrack)","Sonna Rele",2015-01-01,194053,46,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.324,0.563,1,-6.424,0,0.0398,0.586,0,0.374,0.172,69.196,4
spotify:track:1YaVmBh7EAeR54FIjuFcb5,"Naturally","Kiss & Tell","Selena Gomez & The Scene",2009-01-01,202586,65,false,,2019-12-12T22:18:08Z,"","Hollywood Records",0.605,0.902,10,-5.406,0,0.0511,0.0185,0.00000101,0.0534,0.875,132.612,4
spotify:track:1p80LdxRV74UKvL8gnD7ky,"Blank Space","1989","Taylor Swift",2014-10-27,231826,76,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.753,0.678,5,-5.421,1,0.0644,0.085,0.00000164,0.13,0.583,96.006,4
spotify:track:5M0j0DvBgr65ucv46jxkzE,"Viva La Vida","Music","David Garrett",2012,255336,44,false,,2019-12-12T22:18:08Z,"classical crossover,classical","Decca (UMO)",0.589,0.442,8,-7.113,1,0.0396,0.146,0.808,0.0978,0.515,137.983,4
spotify:track:6klpXs2uAjagnZMFkt4qkl,"I See the Light - From ""Tangled"" / Soundtrack Version","Tangled","Mandy Moore;Zachary Levi",2010-01-01,224240,70,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.243,0.139,5,-14.392,1,0.0308,0.83,0,0.0725,0.169,91.994,4
spotify:track:1oLcpJA9TfwwejiEM9C5gi,"Shake It Up - From ""Shake It Up""","Shake It Up (From ""Shake It Up"")","Selena Gomez",2011-01-01,180826,46,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.724,0.782,2,-7.407,0,0.0334,0.0368,0,0.196,0.797,128.01,4
spotify:track:1fo2ctLqj3zBhRQKOXprol,"Style","1989 (Deluxe Edition)","Taylor Swift",2014-10-27,231000,56,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,4
spotify:track:0IkKz2J93C94Ei4BvDop7P,"Party Rock Anthem","Sorry For Party Rocking","LMFAO;Lauren Bennett;GoonRock",2011-01-01,262173,71,false,,2019-12-12T22:18:08Z,"","Will I Am / A&M",0.75,0.727,5,-4.21,0,0.142,0.0188,0,0.266,0.359,129.992,4
spotify:track:603h4xOmO5ZZS0GIeMXHur,"The Wedding","Aladdin (Original Motion Picture Soundtrack)","Alan Menken",2019-05-22,71699,32,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.359,0.727,7,-8.003,1,0.0557,0.0347,0.93,0.0694,0.173,120.817,4
spotify:track:6kvnSiMBa65Nz29g2TYmyW,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version","Tarzan (Banda Sonora Original)","Phil Collins",1999-01-01,258400,47,false,,2019-12-12T22:18:08Z,"soft rock","Walt Disney Records",0.569,0.744,8,-6.48,1,0.0298,0.0559,0.00000302,0.0915,0.655,96.599,4
spotify:track:0dAb8TY433dl3ZfXYCLE19,"All You Had To Do Was Stay","1989","Taylor Swift",2014-10-27,193293,57,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.602,0.736,5,-5.778,1,0.0338,0.00196,0.0000457,0.105,0.471,96.969,4
spotify:track:1NhPKVLsHhFUHIOZ32QnS2,"Secrets","Waking Up","OneRepublic",2009-01-01,224693,79,false,,2019-12-12T22:18:08Z,"soft pop","Mosley / Interscope",0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,4
spotify:track:0sQLhT32E9ZG2zn5iYR6nN,"Locked Away (feat. Adam Levine)","Locked Away (feat. Adam Levine)","R. City;Adam Levine",2015-06-29,227280,59,false,,2019-12-12T22:18:08Z,"","Kemosabe Records/RCA Records",0.508,0.677,1,-5.696,1,0.0656,0.328,0,0.0491,0.575,121.928,5
spotify:track:3P6gt2vZ1fYDyyyaYsmy9E,"ME!","Viola Covers, Vol. I","Jeremy Green",2019-08-15,136362,0,false,,2019-12-12T22:18:08Z,"","JGA",0.587,0.626,9,-7.74,0,0.0381,0.732,0.869,0.333,0.559,91.012,4
spotify:track:59HjlYCeBsxdI0fcm3zglw,"Wildest Dreams","1989","Taylor Swift",2014-10-27,220440,68,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,4
spotify:track:2monU2EJfR5m53ciaHNE6z,"Today is Gonna be a Great Day - Theme Song to Phineas and Ferb","Phineas and Ferb","Bowling For Soup",2009-01-01,181026,42,false,,2019-12-12T22:18:08Z,"pop punk,punk","Walt Disney Records",0.429,0.889,8,-4.055,1,0.0711,0.00687,0,0.397,0.735,168.078,4
spotify:track:1EklDiRTYbeaIwnszQLGzI,"Un mundo ideal","Aladdín (Banda Sonora Original en Castellano)","David García Llop;Nikki García",2019-05-22,175593,41,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.353,0.382,0,-8.132,1,0.0363,0.782,0,0.163,0.108,122.088,4
spotify:track:5E8yddtSG3sH4hw2SfwcgW,"Can You Feel the Love Tonight","The Lion King","Joseph Williams;Sally Dworsky;Nathan Lane;Ernie Sabella;Kristle Edwards",1994-01-01,177786,60,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.316,0.132,5,-19.31,1,0.0542,0.792,0,0.57,0.463,78.933,4
spotify:track:5Lgcn7u07bHuqbOtXkN62u,"With You","Exclusive (Expanded Edition)","Chris Brown",2007-11-06,252120,80,false,,2019-12-12T22:18:08Z,"r&b","Jive",0.662,0.693,3,-4.298,1,0.0698,0.134,0,0.145,0.655,86.009,4
spotify:track:16B444Uk3QW6B1ikqbQZ2I,"Let It Go - Demi Lovato Version / Instrumental Karaoke","Frozen (Original Motion Picture Soundtrack / Deluxe Edition)","Kristen Anderson-Lopez;Robert Lopez",2013-01-01,224973,35,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.547,0.678,7,-10.188,1,0.0313,0.000285,0.745,0.161,0.144,140.025,4
spotify:track:78sadk681kINGMrxXw1iDl,"What Makes You Beautiful","The Piano Guys","The Piano Guys",2013-01-18,177687,40,false,,2019-12-12T22:18:08Z,"classical crossover","Masterworks",0.732,0.596,4,-10.064,1,0.0325,0.856,0.94,0.0824,0.496,130.054,4
spotify:track:7snx7w5WZLHovS0xC45ZfP,"Teardrops On My Guitar - Radio Single Remix","Taylor Swift (Big Machine Radio Release Special)","Taylor Swift",2006-10-24,204706,37,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.626,0.44,10,-6.942,1,0.0232,0.331,0,0.146,0.259,99.962,4
spotify:track:4fbIXctGOQTxkcdsMtQT1N,"Treat You Better","Treat You Better","Kurt Hugo Schneider;Sam Tsui;Casey Breves",2016-09-08,190843,17,false,,2019-12-12T22:18:08Z,"","mudhutdigital.com",0.333,0.659,10,-7.642,0,0.121,0.365,0,0.288,0.625,78.968,4
spotify:track:4iMMUS7E4ZPO7SFlwEmJSs,"Strong - Instrumental Version","Cinderella (Original Motion Picture Soundtrack)","Patrick Doyle;Kenneth Branagh;Tommy Danvers",2015-01-01,195586,32,false,,2019-12-12T22:18:08Z,"soundtrack","Walt Disney Records",0.2,0.512,4,-9.419,1,0.0338,0.144,0.915,0.335,0.0849,139.783,4
spotify:track:03xWMkKEbeO4SnylA53ipj,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version","Tangled","Mandy Moore",2010-01-01,152333,68,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.674,0.419,4,-7.581,1,0.0317,0.112,0,0.0897,0.385,108.066,4
spotify:track:3DrjZArsPsoqbLzUZZV1Id,"Back To December","Speak Now","Taylor Swift",2010-10-25,293026,64,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,4
spotify:track:0KAiuUOrLTIkzkpfpn9jb9,"Drive By","California 37","Train",2012-04-17,195973,79,false,,2019-12-12T22:18:08Z,"soft pop","Columbia",0.765,0.837,1,-3.113,0,0.032,0.00107,0.0000106,0.0801,0.721,122.028,4
spotify:track:34MJ07N9Bhu6iKPaxSVnCT,"Neon Lights","Demi","Demi Lovato",2013-01-01,233173,63,false,,2019-12-12T22:18:08Z,"","Hollywood Records",0.631,0.819,9,-4.24,1,0.122,0.0767,0,0.1,0.733,125.928,4
spotify:track:4fINc8dnfcz7AdhFYVA4i7,"It Girl","Future History (Deluxe Edition)","Jason Derulo",2011-09-16,192200,72,false,,2019-12-12T22:18:08Z,"","Beluga Heights/Warner Records",0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,4
spotify:track:0D1OY0M5A0qD5HGBvFmFid,"Go the Distance","Hercules (Original Motion Picture Soundtrack)","Roger Bart;Disney",1997-01-01,194160,66,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.275,0.126,9,-17.077,1,0.033,0.878,0.000872,0.0791,0.211,88.206,4
spotify:track:6mb6lVLNrcUgLnEN8QnDJd,"How Far I'll Go","Moana (Original Motion Picture Soundtrack/Deluxe Edition)","Auli'i Cravalho;Disney",2016-11-18,163386,75,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.571,0.307,1,-10.958,0,0.0499,0.649,0,0.178,0.108,83.72,4
spotify:track:0QfmQhr5npxuWQ4zzUDUhB,"Just A Dream","Just A Dream","Kurt Hugo Schneider;Christina Grimmie;Sam Tsui",2017-11-14,263597,57,false,,2019-12-12T22:18:08Z,"","mudhutdigital.com",0.44,0.751,9,-7.632,1,0.0526,0.193,0.0000461,0.0577,0.222,164.104,4
spotify:track:2rnX4QWY4Wc1TCAZ0wK6yP,"Colors of the Wind - From ""Pocahontas""","Songs and Story: Pocahontas","Judy Kuhn",2012-08-07,212933,46,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.282,0.273,1,-11.805,1,0.0469,0.935,0.000954,0.098,0.26,91.577,3
spotify:track:5t4B1kAlCD13YY9poph0Mg,"Stitches","Handwritten (Revisited)","Shawn Mendes",2015-11-20,206880,54,false,,2019-12-12T22:18:08Z,"","Island Records",0.594,0.754,1,-6.684,1,0.11,0.0153,0,0.0486,0.74,73.184,4
spotify:track:0cITLOYn1Sv4q27zZPqlNK,"Red","Red","Taylor Swift",2012-10-22,220826,64,false,,2019-12-12T22:18:08Z,"","Taylor Swift",0.602,0.896,1,-4.267,0,0.0437,0.0773,0.0000887,0.091,0.641,124.978,4
spotify:track:3MGJF1CDFGfjXESL2Heva0,"F**kin' Perfect","Greatest Hits...So Far!!!","P!nk",2010-11-12,213413,63,true,,2019-12-12T22:18:08Z,"","LaFace Records",0.565,0.646,7,-4.749,1,0.0335,0.0412,0,0.362,0.481,91.973,4
spotify:track:4lCv7b86sLynZbXhfScfm2,"Firework","Teenage Dream: The Complete Confection","Katy Perry",2012-03-12,227880,72,false,,2019-12-12T22:18:08Z,"pop","Capitol Records",0.639,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.648,124.075,4
spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,"Treat You Better","Illuminate","Shawn Mendes",2017-04-20,187973,87,false,,2019-12-12T22:18:08Z,"","Island Records",0.443,0.82,10,-4.091,0,0.34,0.107,0,0.107,0.771,82.697,4
spotify:track:4rsW3WCZBGwhHfJWuHRwyT,"Home","The World From The Side Of The Moon (Deluxe)","Phillip Phillips",2013-01-01,210173,1,false,,2019-12-12T22:18:08Z,"folk pop","19 Recordings/Interscope",0.606,0.826,0,-6.04,1,0.0307,0.0256,0.0000156,0.117,0.322,121.04,4
spotify:track:6i2AmqDwaicOn2NGFsd5nn,"Watch Me","Shake It Up: Break It Down","Bella Thorne;Zendaya;Cast of Shake It Up: Break It Down",2011-01-01,175546,43,false,,2019-12-12T22:18:08Z,"","Walt Disney Records",0.71,0.705,0,-4.558,1,0.0683,0.00274,0.00502,0.0979,0.614,124.994,4
